"Band","Peuk1","Peuk2","Peuk3","Pro_border1","Pro_border2","Pro_border3","Pro_gyre1","Pro_gyre2","Pro_gyre3","Pro_gyre4","Syn1","Syn2"
"528",0.00181607910209821,0.00255590892208263,0.002503792,0.00245643050964094,0.00196911030402866,0.00243382213231124,0.00230158339151553,0.0025870002842686,0.002115555,0.002395384,0.00241467694616327,0.0022747034749829
"530",0.00179260723629716,0.00250489859012737,0.002477308,0.00239190662860703,0.00191467135646529,0.00236813011129473,0.002212472663575,0.00251846636674237,0.002052913,0.002321547,0.00235773049573369,0.00222988048621498
"532",0.00174959509546641,0.00244019645221122,0.002444538,0.00232464631344188,0.00186052689146834,0.00229850521856271,0.00211684082958257,0.00244887857781433,0.00198374,0.002241067,0.00230343025807233,0.00217292801960128
"534",0.00172085116524976,0.00238937692521063,0.002414363,0.00225612866983049,0.00179940066335099,0.00221349003381403,0.00204944503701059,0.00237506697449569,0.001894567,0.002140255,0.0022674662475941,0.00212099855862879
"536",0.00169522411021703,0.00232223576371254,0.002381897,0.00219183349470313,0.00174098872045823,0.00213639100140344,0.00197672138539187,0.00229966507314314,0.001826992,0.00205896,0.00221915072911561,0.00206239303790036
"538",0.0016821468964898,0.00223175708523771,0.002339008,0.00213495435439951,0.00168371787096403,0.00207520519790734,0.00189382333742223,0.00222097786218316,0.001807047,0.002002231,0.00215564286703206,0.00199883258270121
"540",0.00168217054059935,0.00218507970807187,0.002286574,0.00206949959488868,0.00162781200951626,0.00203530269747245,0.0018210138716645,0.00213735488287627,0.001755292,0.001981996,0.00210472279413133,0.00195639199688172
"542",0.00167643314924518,0.00214662208943421,0.002215379,0.00199482747866474,0.00156947591316753,0.00198517992391629,0.00174895919560866,0.0020476813535571,0.00167288,0.001954821,0.0020459821319396,0.00190267453709439
"544",0.00165385497304579,0.00210790600680732,0.002150659,0.00192467820828415,0.00149348580738941,0.00191765429215016,0.00168394426315113,0.00195604225149491,0.001582162,0.001853857,0.0020017971628818,0.00183397341730802
"546",0.00164500477473994,0.00203195706589384,0.002089942,0.00185026957839649,0.0014245065232116,0.00183369251287705,0.00160322887378083,0.00186431300010255,0.001490832,0.001748934,0.00193010747612433,0.00175974115426157
"548",0.00169102016556879,0.00193580767171594,0.002053113,0.00178420925399039,0.00136917726512325,0.0017458672834921,0.00150735603625036,0.00177452162295726,0.001420798,0.001706971,0.00185552996711544,0.00170988187008558
"550",0.00166228767549709,0.00188648444224813,0.001974013,0.00171852360639197,0.00129396341990326,0.00167522245819087,0.00144550970270803,0.00170135139140852,0.001375325,0.001634543,0.00180913071523438,0.0016491653182755
"552",0.00162034366778102,0.00185730252491003,0.001877922,0.00165890854790901,0.00122146774310176,0.00161877213207457,0.00139531450402783,0.00163538544454608,0.001347417,0.00155624,0.00177412754364506,0.00159185160148939
"554",0.00152638237320043,0.00183546614163954,0.001843659,0.00159065881518089,0.00119145683387617,0.00157389894446536,0.00134208684064828,0.00157445518586158,0.001285433,0.001440168,0.00174069651469952,0.00153651515716992
"556",0.00147228034546446,0.00181477511494302,0.00180147,0.00153268748742928,0.00115873352223758,0.00154455867971798,0.00128965897421074,0.00152565358431209,0.001246366,0.001370995,0.00170488009282482,0.00150023795050548
"558",0.00144778525464771,0.00174845571492877,0.001731927,0.00147407289020863,0.00111592736996474,0.00148951901878955,0.0012330656601263,0.00149278025290789,0.001190803,0.001364744,0.0016225274891496,0.00145829514152876
"560",0.00144033573627318,0.00173259627512928,0.001728657,0.00143620209533735,0.00107086198338092,0.00142209604598022,0.00118557347909717,0.00144538809204212,0.001130237,0.001364838,0.00157518678294872,0.00143890851318194
"562",0.00143020560522055,0.00171191687203169,0.001740816,0.00140084102260466,0.0010273519665171,0.00134226078991284,0.00114108124180684,0.00138918709227147,0.00106665,0.001350385,0.00152151486617147,0.00141507022225401
"564",0.00139012024133642,0.00156281136846877,0.001676904,0.00135246823924358,0.0010059268939069,0.00132201281210317,0.00110845659484788,0.00134375686496422,0.001057911,0.001301314,0.00149535270013291,0.00138152993808888
"566",0.00133372302100559,0.00147394763734409,0.001600693,0.00130750237549726,0.000968835868348785,0.00128588210657109,0.00106254846025978,0.0012942823492058,0.001027988,0.001240031,0.00147014330647017,0.00134499990678261
"568",0.0012656893768786,0.00148695002644093,0.001546437,0.00127106709564793,0.000913482065250954,0.0012410088069402,0.0010026976235601,0.00123733735786896,0.000954652,0.001182528,0.00137057278865624,0.00128472007095321
"570",0.00130775704921545,0.00144328324855076,0.001515416,0.00121427601471551,0.000878208165171967,0.0011892962450074,0.000960394688529207,0.00117338095313088,0.000889512,0.001142939,0.00131314563836412,0.00125748762215772
"572",0.00135330637217559,0.00135014947845311,0.001441071,0.00114439956678242,0.000847299557165333,0.00112661236022003,0.000921087156089996,0.00110610814883398,0.000817468,0.001072522,0.00128325084221992,0.00122123654075166
"574",0.00127044445448281,0.00129335959248646,0.001371605,0.00108314915919738,0.000786587526585851,0.00107727119944786,0.000863752078608186,0.00105377894017776,0.000768369,0.001015984,0.00118542109460568,0.00114602274525324
"576",0.00118643760576322,0.00122985703025754,0.001308943,0.00103232577701261,0.000725036484269093,0.00100928608868391,0.000805407709250812,0.000995950564756173,0.000712018,0.000945679,0.00107757877700659,0.00106142259760297
"578",0.00106788788785036,0.00115241309925824,0.001203644,0.00099530994159472,0.000657549591782739,0.000906740366152736,0.000743551038463891,0.000926335754279794,0.000646404,0.000854322,0.00100123749086325,0.00096491552652124
"580",0.00106265137386987,0.0010174135678508,0.001140857,0.000931035074451754,0.000606465582618494,0.000859592182774729,0.000658290121133576,0.000858057351571145,0.000585424,0.000744801,0.0009236558393445,0.000863938475644084
"582",0.00110985511921276,0.00086916550812171,0.001103924,0.00085476396930066,0.000555246278024821,0.000824020905233573,0.000565395741438944,0.000790850953822438,0.000531914,0.000634481,0.000851742681133411,0.00076456435617317
