"Band","mPeuk","mPro_border","mPro_gyre","mSyn","sdPeuk","sdPro_border","sdPro_gyre","sdSyn"
"498",0.648832793834922,0.257135129921133,0.0642519663587577,0.616645713036059,0.0417935020417241,0.0188379725352189,0.0594863697119426,0.0324184409388143
"500",0.598143475362964,0.169599107014585,-0.015603991335547,0.566085680915818,0.0626257976850036,0.0163127085843152,0.0583916311123704,0.0262669308813578
"502",0.536439107774052,0.0807029547584505,-0.0957531662561316,0.510880689322023,0.0915612396804417,0.0129657026645882,0.0571870956714722,0.0197592532286263
"504",0.470183468385422,-0.00828846547158221,-0.175524402543142,0.450732929711359,0.114789408265987,0.00923489472076159,0.0557776341668027,0.0161096882129479
"506",0.388558615256054,-0.0999029176416922,-0.255726134371678,0.373222346431018,0.126506186418512,0.00791604408579633,0.0529232135762272,0.0139945039939319
"508",0.289962335782225,-0.191501119847843,-0.33371984142133,0.280605611124796,0.129520367387571,0.0103218023772722,0.0496028410221542,0.0121575864763122
"510",0.174791909512519,-0.280902254048233,-0.407154783889797,0.171951518648738,0.124288775495091,0.014720962237569,0.0452606596074586,0.00813863385152853
"512",0.0708272236888949,-0.360128716999973,-0.4695592852146,0.0671213616142387,0.110356941849128,0.0196124915261555,0.0413414663500494,0.000347581624689037
"514",-0.0156297609592579,-0.424650567020153,-0.518302931013041,-0.0250635596936863,0.0954358510336786,0.0231674324696699,0.0382118484247171,0.0106784387422447
"516",-0.0741734509858295,-0.471999745203502,-0.552619503605442,-0.0902587556697641,0.0816350602147424,0.0247919439525401,0.0365703852949329,0.0175905525128778
"518",-0.10795740633541,-0.503892193868507,-0.57515173444367,-0.127872336962306,0.0751161584224768,0.0241047634315863,0.0355853253624325,0.0207281001652041
"520",-0.122354240312636,-0.524751351957032,-0.589760519328667,-0.145635047585208,0.0706368795816359,0.0219905053465649,0.0349906793544677,0.02044165733616
"522",-0.131159037390414,-0.541049489007337,-0.601796716009649,-0.157849367273674,0.0631148955269614,0.0196781979467885,0.0334027815771566,0.0184412655860281
"524",-0.144181313361597,-0.557675546961616,-0.614752969765317,-0.175664853575348,0.0550345082560313,0.0174201362429526,0.0310725303380094,0.0138399958741341
"526",-0.166621633249584,-0.577020374441178,-0.63030214931097,-0.201884063175083,0.0538784389166183,0.0153004786800712,0.0277802457726959,0.00660716064264938
"528",-0.198491978326643,-0.599294320410667,-0.648135273560852,-0.235331507475513,0.0610770161750086,0.0139332990552657,0.0229713161969326,0.00439383489972133
"530",-0.232611441182702,-0.622500005611865,-0.666405287246944,-0.271568188993331,0.0603834434264617,0.0129878312686321,0.0181360745454321,0.00814751340565337
"532",-0.266639431750986,-0.645918735713564,-0.68438584532589,-0.312766915880393,0.0489234278236069,0.0112541871994717,0.0137951168554619,0.0132613077843889
"534",-0.298896876513673,-0.668459844160763,-0.700564845015231,-0.353581850869781,0.0323888723558169,0.0103084594866215,0.0121089746055657,0.0161288381497743
"536",-0.34028559331771,-0.68985054341871,-0.715254105348584,-0.394810489161518,0.0257456407667469,0.00952391690430617,0.0119873962308587,0.018270702536246
"538",-0.378109645313823,-0.709795657383353,-0.729233148755096,-0.431795564036914,0.0226237583715324,0.00898714396204646,0.0123890647165238,0.0215800975378742
"540",-0.415472441005308,-0.730437190427387,-0.74391865223432,-0.474549860042651,0.0119023724919652,0.00899425591102899,0.0117867876376135,0.0264367812354736
"542",-0.447481566360006,-0.75131867842836,-0.759049188973574,-0.518030987565485,0.0169433735799515,0.0101863286633066,0.0111887090036356,0.0276749604604809
"544",-0.475761730034132,-0.775142649548386,-0.776091487408832,-0.566778212774826,0.0516441670432434,0.0107681530119242,0.00991675681025169,0.0255373873829453
"546",-0.504466241384503,-0.800316087031159,-0.793799264800542,-0.616058615794198,0.0828691812309137,0.010851103613105,0.00821891863606883,0.0247443626146985
"548",-0.540783771074427,-0.825299439332716,-0.811254824602735,-0.660232826711272,0.111159164542011,0.0104295440400036,0.00507108164381842,0.0305235557007525
"550",-0.588629307575945,-0.84851673720444,-0.827689525585201,-0.701006852527246,0.123294254632667,0.0101973360652539,0.00491498023413384,0.041151060568753
"552",-0.642479359995736,-0.868656031351818,-0.841958944191742,-0.741613110243511,0.108283976753607,0.0107407380437421,0.0102642884374964,0.0486490593455872
"554",-0.689048408571897,-0.886304225932704,-0.854442773554718,-0.778225143828231,0.0881900891422529,0.0111038035348785,0.0141307350909737,0.0510483223754555
"556",-0.726475694869395,-0.90296417460874,-0.865666211065095,-0.80926471000451,0.0736124465269084,0.0107317371236489,0.0152390771724645,0.0489767150494825
"558",-0.757269600733411,-0.918960958178108,-0.875656659354814,-0.839852475907348,0.0639845905231505,0.0099597759276318,0.014321338031852,0.0408839864432351
"560",-0.790307283290182,-0.934769582563075,-0.884376172100127,-0.871650561422134,0.0538296545873111,0.00768639976966315,0.0125107026350847,0.0291971841865994
"562",-0.832980653753203,-0.950317541437728,-0.892633155005255,-0.90340611654408,0.040913306672386,0.00406760707811978,0.0103953000334355,0.0165389226259614
"564",-0.873436220612492,-0.964430409354891,-0.901092217755083,-0.93173851706303,0.0480835605077644,0.00238659157351462,0.00926555339075154,0.0089579034603923
"566",-0.91604324152029,-0.978413743817892,-0.911937289154527,-0.961530158936116,0.0648427025849599,0.0029408274430652,0.0115391485311098,0.00795372332422516
"568",-0.952669076236026,-0.992481644945983,-0.923924092619146,-0.995970966714005,0.0742946071693471,0.00523985209668683,0.0144079084347144,0.0039737199269333
"570",-0.993426535756398,-1.00878857289858,-0.937056075942788,-1.03788539635523,0.0790937791235387,0.00744669271675319,0.017475569497434,0.00692391931161987
"572",-1.03274254059686,-1.02732047553252,-0.949157417106521,-1.08063332250863,0.0848845661777059,0.00817579324263073,0.0195169741032745,0.0214321431799264
"574",-1.08319963275611,-1.04779526137481,-0.962070526204134,-1.13499261636666,0.0925129666421691,0.00701936248487919,0.0222917427063238,0.0276418539370163
"576",-1.14489989967985,-1.06848133495468,-0.976819141932733,-1.20127778005804,0.0923580136387019,0.00555658232105832,0.026656254975619,0.0245679748198097
"578",-1.21815997172502,-1.08852541213309,-0.993224853259695,-1.2751201648485,0.0847520905116568,0.0043581116017487,0.0324866220924367,0.013862790327069
"580",-1.29926247272912,-1.10945493718543,-1.01059500103297,-1.34859930660772,0.0784982203690612,0.00320234324433314,0.0386290459748591,0.00551632385904541
"582",-1.36952431509412,-1.13115325773148,-1.02869267062432,-1.41607567484593,0.0743812954748664,0.0026101508869648,0.0440373685126059,0.00353459112374832
"584",-1.43745198076819,-1.15374102062977,-1.04539281283867,-1.47147088692124,0.06475363403299,0.00328674524105621,0.0473735598300513,0.0107204118815066
"586",-1.50502345502295,-1.17621918674601,-1.05943846308553,-1.51663593861368,0.0475051326727087,0.00541143036977631,0.0482671066793625,0.0224334317181404
"588",-1.57317061798069,-1.19700971168425,-1.0704688532073,-1.55906672113158,0.0258527938111149,0.00826688343712587,0.0472258974496836,0.0300948561807531
"590",-1.64276417281456,-1.21485502538814,-1.07906580171816,-1.60726058944726,0.00786674407446655,0.0108819167458905,0.045259241521541,0.0269608705107691
"592",-1.71662946244114,-1.22974006602708,-1.08633943265718,-1.66393724871528,0.00823621435370223,0.0124211020854334,0.0435280113122987,0.0142607915928394
"594",-1.80012406804992,-1.24337372818432,-1.09350768906179,-1.72211583670848,0.00979131846947359,0.0128864011392381,0.0431166075199359,0.00288844805486441
"596",-1.89302942855288,-1.25792296209027,-1.10162545635893,-1.76624181225045,0.013042889958706,0.0136277562278217,0.0450553095714275,0.00711009832075793
"598",-1.97536308631557,-1.27348801663206,-1.11186808338103,-1.78329051264392,0.0231275435296202,0.0156067277279155,0.0503368791311587,0.0292880326596614
"600",-2.00339646624876,-1.28660325400499,-1.12637206748047,-1.77899655762592,0.0368915570821471,0.0167716771421074,0.0599133326783464,0.0469646885802655
"602",-1.94527229276797,-1.29119104369523,-1.14391424762416,-1.7823458903884,0.0600516871369753,0.0146085306869226,0.0720135354223096,0.0241210746307699
"604",-1.95081573639849,-1.29682086960277,-1.15108100215202,-1.80097012960105,0.0976880350154108,0.0113322951731292,0.0751142789635696,0.00657248464039708
