"band","Ehux","Pela","Pro_","Syn_","Tetr","Thal"
"c624","0.0637378150953001","0.0748235137791666","0.00485712796255633","0.0170246456174467","0.0520292609478034","0.0880287730291532"
"c626","0.0633730962706872","0.074362148106161","0.00483464680261581","0.016911174577037","0.0518464823663343","0.0876225867295259"
"c628","0.0630473405459945","0.0739173365070075","0.00481390079339143","0.0167715578872046","0.0516891933840214","0.08715385517426"
"c630","0.0627259140546263","0.0734743642493932","0.00479334757869107","0.0166290361252142","0.0515347365793925","0.0866781741461453"
"c632","0.0624245278290753","0.0730548351177152","0.00477032085454474","0.0164978154700423","0.0513612012468473","0.086242025619048"
"c634","0.0621395381846475","0.0726544867254397","0.00474527034994264","0.0163758411749948","0.0511720562096434","0.0858382218655104"
"c636","0.0618432559797723","0.0722569391672728","0.00471935385947152","0.0162548727414507","0.0509874237625668","0.0854235457199743"
"c638","0.0615130960935546","0.0718677941114319","0.00469083941139335","0.0161369218924167","0.0508163290858721","0.0849762523984427"
"c640","0.0611829362073369","0.0714786490555909","0.00466232496331519","0.0160189710433828","0.0506452344091774","0.0845289590769111"
"c642","0.0608733666891231","0.0710845156877823","0.00465050947155787","0.0158981205262671","0.050516825630053","0.0840571817792002"
"c644","0.0605660849895764","0.0706898280630884","0.00464054941939176","0.015776947823809","0.0503931597284363","0.0835826840396916"
"c646","0.0601950422260989","0.0703308578583101","0.00463750214915164","0.0156732796868496","0.0502264662921836","0.0830863596469865"
"c648","0.0597814920866676","0.0699956992668087","0.00463906340019552","0.0155812812602228","0.0500310878328401","0.0825754841521504"
"c650","0.059325499776677","0.0696193713586277","0.00465143743991398","0.0154818003661928","0.0498402320048866","0.0820021742110737"
"c652","0.0587704757353815","0.0691469817115273","0.00468904131987314","0.0153648603815556","0.0496599289835093","0.0812831838954356"
"c654","0.0582208595778019","0.0686817291609834","0.00472843858142028","0.0152511593444386","0.0494803394941794","0.080572192469177"
"c656","0.0577739932108245","0.068352081445012","0.00480191009313891","0.0151989983102068","0.0493143071137497","0.0800131799411282"
"c658","0.0573271268438471","0.0680224337290405","0.00487538160485754","0.015146837275975","0.0491482747333199","0.0794541674130793"
"c660","0.0569661638453039","0.0677545947362942","0.00498649385932917","0.0151488747631814","0.048964912767922","0.0790654399257527"
"c662","0.0566420165760897","0.0675132451963586","0.00511373786069494","0.0151741401881471","0.0487741238375378","0.0787496917415927"
"c664","0.0564458109853092","0.0673090353335657","0.00524351624220049","0.0152006067867262","0.0485985016735698","0.0785075784843494"
"c666","0.0564059785570587","0.0671502184095026","0.00537639219943244","0.0152285414863882","0.0484414166685549","0.0783554634711153"
"c668","0.0564066130370765","0.0670258504267231","0.0055030165405611","0.0152629373044846","0.0482835303344696","0.0782716453653605"
"c670","0.0566365599972818","0.0670966931112168","0.00559421505710453","0.0153339461270425","0.0481211031356517","0.0785748430686544"
"c672","0.0568665069574871","0.0671675357957105","0.00568541357364796","0.0154049549496004","0.0479586759368338","0.0788780407719484"
"c674","0.0573314813331354","0.0672109820052615","0.00571268581973476","0.0154791967911939","0.0478332468829282","0.0793130589173685"
"c676","0.0578088255727544","0.0672529862950787","0.00573659352527121","0.015553608791684","0.0477097650998073","0.0797550149807952"
"c678","0.0582238630973556","0.0672659300751026","0.00570269157321168","0.0155775499681304","0.0475637133437092","0.080162992718854"
"c680","0.0586053508523319","0.0672632258883147","0.00563766134398508","0.0155743145470148","0.0474055085252388","0.0805526744355607"
"c682","0.0589096947200681","0.0671400389126803","0.00554150549620534","0.0155236790885058","0.0471986766335354","0.0809226524589543"
"c684","0.0591509208618808","0.0669182751098077","0.00541988323324575","0.0154342617812206","0.0469520589546414","0.081276509278728"
"c686","0.0592994904947444","0.0666304905229371","0.00527560889053518","0.0152898088540065","0.0467565124939845","0.0814522595789355"
"c688","0.059334813283337","0.0662620138667356","0.00510364867257341","0.0150780901691016","0.0466233864111727","0.0814103241330066"
"c690","0.0592729338045325","0.0658808829245803","0.00493227815836668","0.0148728943074435","0.046486249441001","0.0812941139006393"
"c692","0.0590652509246323","0.0654807705534944","0.0047617921997925","0.0146774826806554","0.0463430961397893","0.0810664914886144"
"c694","0.0588349789647436","0.0650833500495025","0.00460219093991168","0.0144865950904521","0.0462032992693443","0.0808436881914369"
"c696","0.0584767022182527","0.0647011834590431","0.00450426963929318","0.0143213437075623","0.046082522173244","0.0806481932117275"
"c698","0.058113032760551","0.0643149633149828","0.00440469013639277","0.0141526399481429","0.0459617714338336","0.0804351541940557"
"c700","0.0576469017898432","0.0638517256525032","0.004273604790136","0.0139183410346623","0.0458415214715344","0.0798887784550956"
"c702","0.0571807708191355","0.0633884879900237","0.00414251944387924","0.0136840421211816","0.0457212715092352","0.0793424027161354"
"c704","0.0567692392179095","0.0630480887740753","0.00408269108090986","0.0135399308890164","0.0456293701091766","0.0790201052547129"
"c706","0.0563562419459659","0.0627079061285452","0.0040229149312602","0.0133997641204745","0.0455365350498313","0.0786916521567243"
"c708","0.0559300536375654","0.0623696726167789","0.00396360870148794","0.0132950975245422","0.0454352970569058","0.0783077983296408"
"c710","0.0555085078933542","0.0620514239350234","0.00390606784160338","0.0131911985983184","0.0453310189679814","0.0779330343613762"
"c712","0.055113270012883","0.0618464226233298","0.00385853074441579","0.013091649800443","0.0452095136683965","0.0776097795930855"
"c714","0.0547191876329429","0.0616320030464097","0.00381030792979905","0.012997621234927","0.0450829716840046","0.0772913409587946"
"c716","0.0543297272551277","0.0613799104085835","0.00375934224546574","0.012925673598849","0.0449362829603851","0.0769921668605031"
"c718","0.0539616295050066","0.0611432001975245","0.00372475734655116","0.0128674644498402","0.0448289270427963","0.0767753524583801"
"c720","0.0536433778861717","0.0609423823155892","0.0037283942802803","0.0128413117706598","0.0448133476726125","0.0767507106806501"
